chr1	7068436	7074339	-	ENSG00000237365	RP11-334N17.1
chr1	7442548	7449814	-	ENSG00000237728	RP3-453P22.2
chr1	7501156	7501614	-	ENSG00000225126	RP4-549F15.1
chr1	7870302	7887402	-	ENSG00000236266	RP3-467L1.4
chr1	8484705	8494898	+	ENSG00000232912	RP5-1115A15.1
chr1	8938894	8939953	+	ENSG00000230679	ENO1-AS1
chr1	9908376	9910212	+	ENSG00000223989	RP11-84A14.5
chr1	9961518	9962174	+	ENSG00000234374	RP11-84A14.2
chr1	10518612	10519395	+	ENSG00000203469	RP5-1113E3.3
chr1	11128528	11133154	+	ENSG00000226849	RP4-635E18.7
chr1	11159732	11162157	+	ENSG00000230337	RP4-635E18.6
chr1	11203955	11209594	+	ENSG00000225602	MTOR-AS1
chr1	11837134	11839676	-	ENSG00000177553	RP11-56N19.5
chr1	11882854	11883337	-	ENSG00000236997	RP5-934G17.2
chr1	13429634	13430107	+	ENSG00000228229	RP11-219C24.10
chr1	13650431	13650910	+	ENSG00000236652	RP11-584P2.1
chr1	14104760	14105625	-	ENSG00000227612	RP5-1177E19.2
chr1	15653176	15670372	-	ENSG00000233485	RP3-467K16.2
chr1	15660662	15661960	-	ENSG00000236045	RP3-467K16.7
chr1	16049214	16063391	-	ENSG00000237938	RP11-288I21.1
chr1	16066546	16076391	-	ENSG00000224459	RP11-169K16.4
chr1	16332655	16333166	-	ENSG00000233078	RP11-5P18.5
chr1	16481706	16483824	+	ENSG00000227959	RP11-276H7.2
chr1	16485761	16488378	+	ENSG00000224621	RP11-276H7.3
chr1	16524349	16524852	+	ENSG00000234166	ARHGEF19-AS1
chr1	17181902	17185779	+	ENSG00000230239	RP11-108M9.2
chr1	17197440	17200587	+	ENSG00000228549	RP11-108M9.3
chr1	17305421	17331586	+	ENSG00000226526	RP1-37C10.3
chr1	17733256	17733878	+	ENSG00000227751	RP1-20B21.4
chr1	18493423	18505840	-	ENSG00000230035	RP11-174G17
chr1	19536995	19567198	+	ENSG00000230424	RP1-43E13.2
chr1	19918296	19923326	-	ENSG00000235185	RP5-1056L3.1
chr1	20140860	20145995	+	ENSG00000235434	RP11-91K11.2
chr1	20480831	20487061	+	ENSG00000227066	RP3-340N1.2
chr1	20510735	20512979	-	ENSG00000225986	RP3-340N1.5
chr1	20620704	20649680	-	ENSG00000226664	RP4-745E8.2
chr1	21059373	21060445	+	ENSG00000233069	RP5-930J4.2
chr1	21069480	21070455	+	ENSG00000203394	RP5-930J4.4
chr1	21592575	21593744	+	ENSG00000236936	RP3-329E20.2
chr1	21619783	21626267	+	ENSG00000231105	RP5-1071N3.1
chr1	21912965	21917680	+	ENSG00000233431	RP11-63N8.3
chr1	23162206	23163342	-	ENSG00000225952	RP11-69E9.1
chr1	23337327	23340538	-	ENSG00000227868	RP4-805N21.1
chr1	24086872	24104777	-	ENSG00000236810	RP5-886K2.3
chr1	24367343	24413289	+	ENSG00000225315	RP11-293P20.2
chr1	24393264	24410055	+	ENSG00000230703	RP11-293P20.4
chr1	24620477	24648420	-	ENSG00000232298	RP11-10N16.3
chr1	25287836	25289588	+	ENSG00000229162	RP11-84D1.1
chr1	25534630	25535360	+	ENSG00000231953	RP4-706G24.1
chr1	25971035	25985602	-	ENSG00000233478	RP1-187B23.1
chr1	26186104	26189911	+	ENSG00000236528	RP1-125I3.2
chr1	26496438	26498312	-	ENSG00000236782	RP11-96L14.7
chr1	26575392	26580855	+	ENSG00000225375	RP11-231P20.3
chr1	26789247	26793773	-	ENSG00000225891	RP3-476K8.3
chr1	27202624	27204736	+	ENSG00000226698	RP1-50O24.6
chr1	27555597	27560843	-	ENSG00000224311	RP11-40H20.4
chr1	27633257	27634278	-	ENSG00000240397	RP11-4K3__A.2
chr1	27852316	27857072	+	ENSG00000237429	RP1-159A19.4
chr1	27995979	27996787	+	ENSG00000225886	RP11-288L9.4
chr1	28265386	28286704	-	ENSG00000227050	RP11-460I13.2
chr1	29196995	29203848	-	ENSG00000233427	RP1-212P9.3
chr1	29479001	29479503	+	ENSG00000227637	RP11-242O24.5
chr1	29550445	29551328	+	ENSG00000237934	RP11-467D18.2
chr1	31190940	31199674	+	ENSG00000186056	RP5-1166H10.2
chr1	31331005	31333101	+	ENSG00000235143	RP1-65J11.5
chr1	31805914	31819646	-	ENSG00000229044	RP11-266K22.2
chr1	32037186	32041174	-	ENSG00000229167	RP11-73M7.1
chr1	32121710	32125539	+	ENSG00000235790	RP11-73M7.6
chr1	32254731	32256923	+	ENSG00000254545	RP11-84A19.3
chr1	32517892	32539075	-	ENSG00000203325	RP11-277A4.4
chr1	32670370	32672415	-	ENSG00000224066	RP4-622L5.7
chr1	32786799	32788162	-	ENSG00000235359	RP4-811H24.3
chr1	32814795	32816264	-	ENSG00000233775	RP4-811H24.9
chr1	32816855	32818023	+	ENSG00000231176	RP4-811H24.10
chr1	32817122	32819143	+	ENSG00000224021	RP4-811H24.8
chr1	33183335	33190838	-	ENSG00000224409	RP11-114B7.6
chr1	33780296	33791644	+	ENSG00000225313	RP11-415J8.3
chr1	33815953	33828846	+	ENSG00000233246	RP11-415J8.5
chr1	34334554	34351059	+	ENSG00000231163	AL121980.1
chr1	35227027	35253698	-	ENSG00000255811	RP1-34M23.5
chr1	35316295	35317156	+	ENSG00000230163	RP5-997D16.2
chr1	35824423	35831678	-	ENSG00000227409	RP4-765A10.2
chr1	36035414	36043330	-	ENSG00000239636	RP4-728D4.2
chr1	36057977	36059256	+	ENSG00000225306	RP5-983H21.3
chr1	36204990	36209177	+	ENSG00000232335	RP11-435D7.3
chr1	37238741	37241369	+	ENSG00000234481	RP4-614N24.1
chr1	37920480	37940012	-	ENSG00000233621	RP11-422J8.1
chr1	38265392	38266551	-	ENSG00000233728	RP11-109P14.9
chr1	38326369	38327252	+	ENSG00000230955	RP11-109P14.10
chr1	38512986	38584697	+	ENSG00000224592	RP5-884C9.2
chr1	39325672	39385068	+	ENSG00000228436	RP5-864K19.4
chr1	39715510	39723321	-	ENSG00000226438	RP11-420K8.1
chr1	40030832	40038875	+	ENSG00000228060	RP11-15J6.1
chr1	40099088	40099575	+	ENSG00000225903	RP1-144F13.3
chr1	40363417	40364770	+	ENSG00000236546	RP1-118J21.5
chr1	40747986	40749177	+	ENSG00000225627	RP1-39G22.5
chr1	40958829	40974333	-	ENSG00000238287	RP11-656D10.3
chr1	40980133	40980729	-	ENSG00000227278	RP11-656D10.5
chr1	40981426	40982846	-	ENSG00000238186	RP11-656D10.6
chr1	41329586	41342342	+	ENSG00000229528	RP5-1066H13.4
chr1	41840676	41841341	-	ENSG00000229901	RP11-399E6.4
chr1	42001114	42001539	+	ENSG00000230881	RP11-486B10.3
chr1	43221886	43222881	+	ENSG00000234866	RP5-994D16.7
chr1	43241484	43242461	-	ENSG00000228452	RP5-994D16.9
chr1	43300352	43312093	-	ENSG00000243153	RP11-342M1.4
chr1	43302603	43312033	-	ENSG00000241784	RP11-342M1.2
chr1	43307569	43312058	-	ENSG00000228192	RP11-342M1.3
chr1	43820355	43824329	-	ENSG00000234694	RP1-92O14.3
chr1	43850784	43854826	+	ENSG00000229431	RP1-92O14.6
chr1	43913447	43914315	-	ENSG00000229372	SZT2-AS1
chr1	43919598	43922666	+	ENSG00000229348	RP11-506B15.6
chr1	44165436	44173809	-	ENSG00000236200	RP11-184I16.2
chr1	44175063	44193014	-	ENSG00000229444	RP11-184I16.4
chr1	44410042	44412223	-	ENSG00000237950	RP11-7O11.3
chr1	45224709	45241482	-	ENSG00000225721	RP11-269F19.2
chr1	46512490	46514040	+	ENSG00000226957	RP4-533D7.4
chr1	46599043	46604753	+	ENSG00000227857	RP4-533D7.5
chr1	47137500	47139266	+	ENSG00000186118	ATPAF1-AS1
chr1	47139708	47157770	+	ENSG00000228237	RP11-8J9.4
chr1	47644922	47646011	+	ENSG00000224805	RP1-18D14.4
chr1	47691469	47696422	+	ENSG00000226252	RP1-18D14.7
chr1	47846600	47874149	-	ENSG00000225762	RP11-511I2.2
chr1	47897805	47900313	-	ENSG00000237424	RP11-511I2.5
chr1	49513988	49653257	+	ENSG00000229846	RP11-141A19.1
chr1	49723083	49734957	+	ENSG00000230114	RP11-141A19.2
chr1	50639978	50641540	-	ENSG00000237337	RP11-567C20.2
chr1	50671756	50688799	-	ENSG00000233407	RP11-567C20.3
chr1	50927141	50936822	+	ENSG00000225767	RP5-850O15.3
chr1	51730588	51731705	+	ENSG00000236434	RP11-296A18.6
chr1	51731525	51732716	+	ENSG00000230272	RP11-296A18.7
chr1	51927393	51929088	+	ENSG00000238140	RP11-253A20.1
chr1	52259721	52264173	+	ENSG00000231730	RP4-657D16.3
chr1	52499063	52509951	+	ENSG00000223390	RP11-91A18.4
chr1	52516590	52518355	+	ENSG00000228369	RP11-91A18.5
chr1	53580248	53584281	+	ENSG00000235563	RP11-334A14.8
chr1	53676128	53679447	-	ENSG00000236723	RP5-1024G6.2
chr1	53733607	53734273	+	ENSG00000234578	RP4-784A16.1
chr1	53753696	53755378	+	ENSG00000228838	RP4-784A16.2
chr1	53770208	53773134	+	ENSG00000232762	RP4-784A16.4
chr1	54690181	54691156	-	ENSG00000231581	RP5-997D24.5
chr1	54751078	54753044	+	ENSG00000225632	RP5-997D24.3
chr1	55258558	55260578	+	ENSG00000237453	RP11-67L3.2
chr1	55352548	55353674	+	ENSG00000242396	RP11-67L3.5
chr1	55353236	55354523	+	ENSG00000233203	RP11-67L3.4
chr1	55446623	55457947	-	ENSG00000233271	RP11-12C17.2
chr1	57289352	57292593	-	ENSG00000229913	RP11-378I13.1
chr1	57429559	57462430	+	ENSG00000236341	RP5-1103B4.3
chr1	57457023	57480373	+	ENSG00000231229	RP6-239D12.1
chr1	60220419	60254854	-	ENSG00000226883	RP4-782L23.2
chr1	61405911	61436448	-	ENSG00000237928	RP4-668G5.1
chr1	61714617	61719182	-	ENSG00000237853	RP5-833A20.1
chr1	62580420	62584681	-	ENSG00000225771	RP4-537K17.2
chr1	63154153	63176365	+	ENSG00000235545	RP11-230B22.1
chr1	63786555	63790112	-	ENSG00000230798	RP4-792G4.2
chr1	64560125	64636980	-	ENSG00000223949	RP11-24J23.2
chr1	66508183	66516401	-	ENSG00000227466	RP11-397C12.1
chr1	67292625	67294241	+	ENSG00000231080	RP11-342H21.2
chr1	68944812	68949222	+	ENSG00000233589	RP4-694A7.2
chr1	70479665	70496905	-	ENSG00000237919	RP11-181B18.1
chr1	70612804	70617628	+	ENSG00000231835	RP4-677H15.2
chr1	70684272	70686706	-	ENSG00000228988	RP4-677H15.4
chr1	70825245	70826120	-	ENSG00000226088	RP11-180O5.2
chr1	71413062	71417176	+	ENSG00000235782	RP3-333A15.1
chr1	71514538	71532867	+	ENSG00000235079	RP11-108P2.1
chr1	71867530	71873407	+	ENSG00000227126	RP11-316C12.2
chr1	72036639	72039241	+	ENSG00000231985	RP11-82L20.1
chr1	74807263	74844486	-	ENSG00000237324	RP11-439H8.4
chr1	74933879	74935227	+	ENSG00000233894	RP4-650F12.2
chr1	75055419	75087403	+	ENSG00000234497	RP4-612J11.1
chr1	75593515	75598743	-	ENSG00000224127	RP11-510C10.2
chr1	75595659	75598261	-	ENSG00000224149	RP11-510C10.3
chr1	76175700	76189696	-	ENSG00000178193	RP4-682C21.5
chr1	77533605	77544167	+	ENSG00000230498	RP4-706A16.2
chr1	77811731	77815270	-	ENSG00000233099	RP11-375A5.1
chr1	87036864	87158886	-	ENSG00000236915	RP4-651E10.4
chr1	87409368	87410425	-	ENSG00000224198	RP4-604K5.2
chr1	89726265	89735437	+	ENSG00000237568	RP4-620F22.2
chr1	90048800	90098453	-	ENSG00000231999	RP5-1007M22.2
chr1	90467706	90468748	-	ENSG00000232236	RP11-302M6.4
chr1	94057756	94071130	+	ENSG00000224093	RP5-1033H22.2
chr1	94610667	94611175	+	ENSG00000233482	RP11-78O9.1
chr1	95393122	95428826	+	ENSG00000235501	RP4-639F20.1
chr1	95527152	95533101	+	ENSG00000230427	RP11-313A24.1
chr1	95628775	95699538	-	ENSG00000226026	RP11-57H12.3
chr1	95708781	95729610	-	ENSG00000228852	RP11-57H12.5
chr1	97561479	97788511	+	ENSG00000232878	DPYD-AS1
chr1	98262477	98263622	+	ENSG00000235777	DPYD-AS2
chr1	100433939	100435420	-	ENSG00000228084	RP5-884G6.2
chr1	100729565	100731676	-	ENSG00000224616	RP11-305E17.6
chr1	100927955	100951553	-	ENSG00000228086	RP5-837M10.4
chr1	101461029	101461816	+	ENSG00000235795	RP11-421L21.2
chr1	101701239	101702084	-	ENSG00000225938	RP4-575N6.4
chr1	103960701	104068115	-	ENSG00000224613	RP11-153F1.1
chr1	108507065	108537229	+	ENSG00000230489	RP11-356N1.1
chr1	109276878	109278894	-	ENSG00000232971	RP11-293A10.3
chr1	109399839	109401146	+	ENSG00000203897	RP11-475E11.5
chr1	110082528	110086459	-	ENSG00000254942	RP5-1160K1.8
chr1	110138847	110140403	+	ENSG00000225113	RP5-1160K1.3
chr1	110171039	110172927	-	ENSG00000228703	RP5-1160K1.6
chr1	110426798	110428886	-	ENSG00000235005	RP11-195M16.1
chr1	110600962	110605177	+	ENSG00000258634	RP4-773N10.4
chr1	110625310	110652341	+	ENSG00000258673	RP4-773N10.6
chr1	110708808	110715111	-	ENSG00000227091	RP5-1028L10.1
chr1	110720265	110721341	-	ENSG00000235526	RP5-1028L10.2
chr1	110751456	110752609	-	ENSG00000224965	KCNC4-AS1
chr1	110950147	110961033	+	ENSG00000224699	RP11-225L12.2
chr1	111486089	111495470	+	ENSG00000232811	RP11-96K19.2
chr1	111860222	111866603	-	ENSG00000229283	RP5-1125M8.2
chr1	112451958	112453553	+	ENSG00000237556	KCND3-AS1
chr1	113236310	113239243	-	ENSG00000225075	RP11-426L16.3
chr1	114355001	114371793	+	ENSG00000231128	RP5-1073O3.2
chr1	115825655	115910693	+	ENSG00000228035	RP4-663N10.1
chr1	116556434	116560326	-	ENSG00000237993	RP11-159M11.2
chr1	116916755	116917283	-	ENSG00000229895	RP4-655J12.3
chr1	117568104	117602112	-	ENSG00000236137	RP11-27K13.3
chr1	118139454	118148392	-	ENSG00000236866	AL157902.3
chr1	119683019	119818596	+	ENSG00000231365	RP11-418J17.1
chr1	120835810	120838343	-	ENSG00000236933	RP11-439A17.7
chr1	120906609	120935761	+	ENSG00000234998	RP11-439A17.10
chr1	144456138	144521970	-	ENSG00000236943	AL592284.1
chr1	144833168	144835867	-	ENSG00000254539	RP4-791M13.3
chr1	144858174	144865800	+	ENSG00000255148	RP4-791M13.4
chr1	144874945	144878163	+	ENSG00000254913	RP4-791M13.5
chr1	145373054	145375554	-	ENSG00000227280	RP11-458D21.2
chr1	145486272	145508262	-	ENSG00000234222	RP11-315I20.1
chr1	145827205	145833118	+	ENSG00000235702	WI2-925H4.1
chr1	147229426	147230517	+	ENSG00000234482	RP11-433J22.2
chr1	149400063	149429580	+	ENSG00000230186	RP5-998N21.7
chr1	149757215	149764576	-	ENSG00000233030	RP11-196G18.3
chr1	150521040	150530949	-	ENSG00000237781	RP11-54A4.2
chr1	150937736	150938734	+	ENSG00000259357	RP11-316M1.12
chr1	150945599	150948010	+	ENSG00000231073	RP11-316M1.3
chr1	151313124	151314442	+	ENSG00000224645	RP11-126K1.8
chr1	151319443	151320503	+	ENSG00000237976	RP11-126K1.6
chr1	151673502	151680862	+	ENSG00000227045	RP11-98D18.1
chr1	151763280	151766878	+	ENSG00000203288	RP11-98D18.9
chr1	151814353	151822861	+	ENSG00000234614	AL450992.2
chr1	152095010	152097541	+	ENSG00000226716	AL589986.2
chr1	152178334	152179533	+	ENSG00000236427	RP11-107M16.2
chr1	152902516	152921686	-	ENSG00000224308	RP1-13P20.6
chr1	153506079	153507591	+	ENSG00000238279	BX470102.3
chr1	153615538	153618305	-	ENSG00000233059	RP1-178F15.3
chr1	153719327	153723703	-	ENSG00000243613	RP11-216N14.8
chr1	153723459	153724652	-	ENSG00000233222	RP11-216N14.9
chr1	154526085	154527493	+	ENSG00000229780	RP11-61L14.2
chr1	154551541	154552139	-	ENSG00000233875	RP11-61L14.6
chr1	155017667	155018594	-	ENSG00000232093	RP11-307C12.11
chr1	155166659	155175286	+	ENSG00000231064	RP11-263K19.4
chr1	155180942	155183610	-	ENSG00000236263	RP11-263K19.6
chr1	155279829	155280381	-	ENSG00000229691	RP11-21N7.2
chr1	155286654	155293967	-	ENSG00000225855	RUSC1-AS1
chr1	155579339	155580171	-	ENSG00000232519	RP11-29H23.4
chr1	155679889	155680354	-	ENSG00000227673	RP11-243J18.2
chr1	155961181	155971578	+	ENSG00000224276	RP11-336K24.5
chr1	156616299	156631216	-	ENSG00000229953	RP11-284F21.7
chr1	156682004	156682966	-	ENSG00000223356	RP11-66D17.5
chr1	157661552	157666249	+	ENSG00000227217	RP11-367J7.3
chr1	158444244	158464676	-	ENSG00000236656	RP11-144L1.4
chr1	159165775	159172177	-	ENSG00000225670	CTA-134P22.2
chr1	160032278	160049611	+	ENSG00000225279	RP11-536C5.2
chr1	160231534	160232568	+	ENSG00000228606	RP11-574F21.2
chr1	160506863	160541248	+	ENSG00000234425	RP11-528G1.2
chr1	160643136	160653612	+	ENSG00000228863	RP11-404F10.2
chr1	161054255	161057361	+	ENSG00000228917	RP11-544M22.8
chr1	161123550	161129139	-	ENSG00000224985	RP11-297K8.2
chr1	161337812	161341754	+	ENSG00000235477	RP11-122G18.5
chr1	161526080	161526868	-	ENSG00000224515	RP11-5K23.5
chr1	161607438	161608218	-	ENSG00000231813	RP11-474I16.1
chr1	161641768	161644614	-	ENSG00000234211	RP11-25K21.1
chr1	161732646	161736000	-	ENSG00000226889	RP11-474I16.8
chr1	162286642	162287584	-	ENSG00000227094	RP11-565P22.2
chr1	163131465	163182813	+	ENSG00000232892	RP11-267N12.1
chr1	164738353	164743878	-	ENSG00000233693	RP11-506O24.1
chr1	165179864	165182327	+	ENSG00000224702	RP11-38C18.2
chr1	165185217	165188341	+	ENSG00000238022	RP11-38C18.3
chr1	165446078	165551392	-	ENSG00000237463	RP11-280O1.2
chr1	165865116	165869592	-	ENSG00000236364	RP11-525G13.2
chr1	166050420	166056720	+	ENSG00000203307	RP11-375H19.2
chr1	167021788	167027779	+	ENSG00000227907	RP11-102C16.3
chr1	167145154	167165029	-	ENSG00000231605	RP11-277B15.2
chr1	167789644	167790462	+	ENSG00000232194	RP1-313L4.3
chr1	168873143	169056243	-	ENSG00000203601	RP11-375F2.2
chr1	169073362	169074145	+	ENSG00000237707	RP5-1018K9.1
chr1	169279903	169291717	+	ENSG00000235575	RP4-800F24.1
chr1	169993218	169993824	+	ENSG00000232959	RP11-332H17.1
chr1	170429594	170501788	-	ENSG00000231407	RP11-576I22.2
chr1	171137243	171220933	-	ENSG00000231424	RP1-45C12.1
chr1	171168383	171196927	-	ENSG00000225243	RP1-127D3.4
chr1	171591383	171595732	+	ENSG00000244531	RP3-454G6.2
chr1	172109461	172113934	-	ENSG00000230630	DNM3OS
chr1	172745045	173033155	+	ENSG00000224228	RP1-15D23.2
chr1	173386932	173430501	-	ENSG00000203739	RP11-296O14.3
chr1	173524390	173581911	+	ENSG00000238272	RP3-436N22.3
chr1	173604912	173606273	+	ENSG00000232113	RP11-360D2.1
chr1	174904084	174923398	-	ENSG00000229531	RP1-102G20.5
chr1	175986413	175987896	+	ENSG00000228686	RP11-492I21.1
chr1	176176784	176198466	+	ENSG00000236021	RP11-195C7.1
chr1	178326311	178333230	-	ENSG00000226585	RP4-765C7.1
chr1	178463034	178468769	-	ENSG00000188585	LINC00083
chr1	179070798	179074885	+	ENSG00000228449	RP11-177A2.4
chr1	179785319	179787326	-	ENSG00000229407	RP11-12M5.3
chr1	180238788	180245359	-	ENSG00000230124	RP5-1180C10.2
chr1	183723553	183724072	-	ENSG00000227554	RP11-444D13.1
chr1	186145946	186146434	-	ENSG00000224691	GS1-174L6.4
chr1	186420213	186420881	+	ENSG00000229739	RP11-295K2.3
chr1	190234028	190331400	+	ENSG00000225811	RP11-547I7.1
chr1	192486769	192536347	-	ENSG00000232498	RP5-1011O1.2
chr1	197407106	197416599	-	ENSG00000230260	RP11-75C23.1
chr1	197726449	197731095	+	ENSG00000224901	RP11-448G4.4
chr1	201004224	201012201	+	ENSG00000234132	RP11-168O16.2
chr1	201191241	201192251	-	ENSG00000229821	RP11-567E21.3
chr1	201642233	201643272	-	ENSG00000236390	RP11-25B7.1
chr1	201657387	201798687	-	ENSG00000231871	RP11-90L20.3
chr1	201692422	201706634	-	ENSG00000235121	RP11-90L20.2
chr1	201862970	201869106	+	ENSG00000223774	RP11-307B6.3
chr1	201969222	201979481	-	ENSG00000234678	RP11-465N4.4
chr1	202573396	202574421	+	ENSG00000226862	RP11-569A11.1
chr1	202780082	202781284	+	ENSG00000228288	RP11-480I12.3
chr1	203096387	203097082	-	ENSG00000234775	RP11-335O13.7
chr1	203113092	203122028	-	ENSG00000224671	RP11-335O13.8
chr1	204110536	204112137	+	ENSG00000230550	RP11-74C13.3
chr1	204246133	204247076	+	ENSG00000231691	RP11-203F10.5
chr1	204572163	204585693	+	ENSG00000240710	RP11-430C7.4
chr1	205202949	205205995	-	ENSG00000225063	RP11-383G10.5
chr1	205342380	205356568	+	ENSG00000226235	RP11-576D8.2
chr1	205904256	205904896	+	ENSG00000227687	RP4-681L3.2
chr1	206135293	206137828	-	ENSG00000229874	RP11-312O7.2
chr1	206214526	206223548	-	ENSG00000226780	RP11-38J22.3
chr1	206552219	206554954	-	ENSG00000233501	RP11-421E17.1
chr1	206807994	206808967	-	ENSG00000237605	RP11-343H5.6
chr1	207725270	207726324	-	ENSG00000236911	RP11-78B10.2
chr1	209701800	209741018	-	ENSG00000224260	RP1-272L16.1
chr1	209834709	209897470	-	ENSG00000227591	RP1-28O10.1
chr1	211809248	211816209	+	ENSG00000228792	RP11-354K1.2
chr1	211849104	211860801	+	ENSG00000231057	RP11-122M14.1
chr1	212003188	212027045	+	ENSG00000229258	RP11-552D8.1
chr1	212530760	212531695	+	ENSG00000229832	RP11-384C4.2
chr1	212797626	212800113	-	ENSG00000235862	RP11-338C15.5
chr1	213992978	214159496	-	ENSG00000230461	RP11-478J18.1
chr1	216059924	216074806	+	ENSG00000229242	RP5-1111A8.3
chr1	216245807	216260259	+	ENSG00000233620	RP11-22M7.2
chr1	216367393	216377708	+	ENSG00000236292	RP5-1099E6.3
chr1	217665317	217667625	+	ENSG00000229841	RP11-361K17.2
chr1	217954540	217958462	-	ENSG00000234070	RP11-415L24.1
chr1	218517538	218519020	-	ENSG00000232480	RP11-224O19.2
chr1	220835813	220836458	-	ENSG00000225782	RP11-322F10.2
chr1	221006105	221053482	-	ENSG00000257551	HLA-AS1
chr1	222763167	222766374	+	ENSG00000225265	RP11-378J18.3
chr1	224407315	224415745	+	ENSG00000237101	RP11-365O16.6
chr1	224802998	224803922	-	ENSG00000233384	RP11-100E13.1
chr1	224905206	224918364	-	ENSG00000229400	RP11-3L21.2
chr1	224954602	224961043	+	ENSG00000225334	RP11-449J1.1
chr1	225888306	225939945	+	ENSG00000227496	RP11-145A3.1
chr1	226335704	226342772	+	ENSG00000234478	RP11-275I14.4
chr1	226856598	226864046	+	ENSG00000228548	ITPKB-AS1
chr1	227179841	227180907	+	ENSG00000233706	RP5-1087E8.3
chr1	227366034	227371145	+	ENSG00000228625	RP11-1B20.1
chr1	228454507	228455299	+	ENSG00000233181	OBSCN-IT1
chr1	228595082	228597395	+	ENSG00000231563	RP11-245P10.4
chr1	229359208	229363309	-	ENSG00000233920	RP5-1061H20.5
chr1	229455150	229458834	+	ENSG00000237481	RP4-803J11.2
chr1	229644248	229650019	+	ENSG00000223635	RP4-613A2.1
chr1	230394440	230404229	-	ENSG00000227006	RP5-956O18.2
